quote_id,speaker,confidence,method,paragraph,text
q00158,Seth,0.94,before-verb-name,140,"“For I doubt Adam's heart is so set on her, he'll never turn to anybody else; and yet it 'ud go to my heart if he was to marry her, for I canna think as she'd make him happy. It's a deep mystery—the way the heart of man turns to one woman out of all the rest he's seen i' the world, and makes it easier for him to work seven year for her, like Jacob did for Rachel, sooner than have any other woman for th' asking. I often think of them words, ‘And Jacob served seven years for Rachel; and they seemed to him but a few days for the love he had to her.' I know those words 'ud come true with me, Dinah, if so be you'd give me hope as I might win you after seven years was over. I know you think a husband 'ud be taking up too much o' your thoughts, because St. Paul says, ‘She that's married careth for the things of the world how she may please her husband'; and may happen you'll think me overbold to speak to you about it again, after what you told me o' your mind last Saturday. But I've been thinking it over again by night and by day, and I've prayed not to be blinded by my own desires, to think what's only good for me must be good for you too. And it seems to me there's more texts for your marrying than ever you can find against it. For St. Paul says as plain as can be in another place, ‘I will that the younger women marry, bear children, guide the house, give none occasion to the adversary to speak reproachfully'; and then ‘two are better than one'; and that holds good with marriage as well as with other things. For we should be o' one heart and o' one mind, Dinah. We both serve the same Master, and are striving after the same gifts; and I'd never be the husband to make a claim on you as could interfere with your doing the work God has fitted you for. I'd make a shift, and fend indoor and out, to give you more liberty—more than you can have now, for you've got to get your own living now, and I'm strong enough to work for us both.”"
q00159,Seth,0.96,before-name-verb,141,"“Seth Bede , I thank you for your love towards me, and if I could think of any man as more than a Christian brother, I think it would be you. But my heart is not free to marry. That is good for other women, and it is a great and a blessed thing to be a wife and mother; but ‘as God has distributed to every man, as the Lord hath called every man, so let him walk.' God has called me to minister to others, not to have any joys or sorrows of my own, but to rejoice with them that do rejoice, and to weep with those that weep. He has called me to speak his word, and he has greatly owned my work. It could only be on a very clear showing that I could leave the brethren and sisters at Snowfield, who are favoured with very little of this world's good; where the trees are few, so that a child might count them, and there's very hard living for the poor in the winter. It has been given me to help, to comfort, and strengthen the little flock there and to call in many wanderers; and my soul is filled with these things from my rising up till my lying down. My life is too short, and God's work is too great for me to think of making a home for myself in this world. I've not turned a deaf ear to your words, Seth, for when I saw as your love was given to me, I thought it might be a leading of Providence for me to change my way of life, and that we should be fellow-helpers; and I spread the matter before the Lord. But whenever I tried to fix my mind on marriage, and our living together, other thoughts always came in—the times when I've prayed by the sick and dying, and the happy hours I've had preaching, when my heart was filled with love, and the Word was given to me abundantly. And when I've opened the Bible for direction, I've always lighted on some clear word to tell me where my work lay. I believe what you say, Seth, that you would try to be a help and not a hindrance to my work; but I see that our marriage is not God's will—He draws my heart another way. I desire to live and die without husband or children. I seem to have no room in my soul for wants and fears of my own, it has pleased God to fill my heart so full with the wants and sufferings of his poor people.”"
q00160,,0.00,unresolved,146,"“No, Seth; but I counsel you to wait patiently, and not lightly to leave your own country and kindred. Do nothing without the Lord's clear bidding. It's a bleak and barren country there, not like this land of Goshen you've been used to. We mustn't be in a hurry to fix and choose our own lot; we must wait to be guided.”"
q00161,,0.00,unresolved,147,"“But you'd let me write you a letter, Dinah, if there was anything I wanted to tell you?”"
q00162,,0.00,unresolved,148,"“Yes, sure; let me know if you're in any trouble. You'll be continually in my prayers.”"
q00163,Seth,0.96,before-name-verb,149,"“I won't go in, Dinah, so farewell.”"
q00164,Seth,0.96,before-name-verb,149,“There's no knowing but what you may see things different after a while. There may be a new leading.”
q00165,,0.00,unresolved,150,"“Let us leave that, Seth. It's good to live only a moment at a time, as I've read in one of Mr. Wesley's books. It isn't for you and me to lay plans; we've nothing to do but to obey and to trust. Farewell.”"
q00166,,0.00,unresolved,153,"“stop the fits,”"
q00167,,0.00,unresolved,155,“hold on tight”
q00168,,0.00,unresolved,160,"“Well, my lad, it's gone seven by th' clock. Thee't allays stay till the last child's born. Thee wants thy supper, I'll warrand. Where's Seth? Gone arter some o's chapellin', I reckon?”"
q00169,Adam,0.98,after-verb-name,161,"“Aye, aye, Seth's at no harm, mother, thee mayst be sure. But where's father?”"
q00170,Seth,0.96,before-name-verb,161,“Hasn't he done the coffin for Tholer? There's the stuff standing just as I left it this morning.”
q00171,Lisbeth,0.98,after-verb-name,162,“Done the coffin?”
q00172,Lisbeth,0.91,same-paragraph,162,"“Eh, my lad, he went aff to Treddles'on this forenoon, an's niver come back. I doubt he's got to th' ‘Waggin Overthrow' again.”"
q00173,Adam,0.91,same-paragraph,164,"“What art goin' to do, Adam?”"
q00174,Adam,0.96,before-name-verb,164,"“Thee wouldstna go to work again, wi'out ha'in thy bit o' supper?”"
q00175,Adam,0.96,before-name-verb,165,"“Nay, my lad, my lad, thee munna go wi'out thy supper; there's the taters wi' the gravy in 'em, just as thee lik'st 'em. I saved 'em o' purpose for thee. Come an' ha' thy supper, come.”"
q00176,Adam,0.98,after-verb-name,166,“Let be!”
q00177,Adam,0.91,same-paragraph,166,"“It's fine talking about having supper when here's a coffin promised to be ready at Brox'on by seven o'clock to-morrow morning, and ought to ha' been there now, and not a nail struck yet. My throat's too full to swallow victuals.”"
q00178,Lisbeth,0.98,after-verb-name,167,"“Why, thee canstna get the coffin ready,”"
q00179,Lisbeth,0.94,before-verb-name,167,“Thee't work thyself to death. It 'ud take thee all night to do't.”
q00180,,0.00,unresolved,168,“What signifies how long it takes me? Isn't the coffin promised? Can they bury the man without a coffin? I'd work my right hand off sooner than deceive people with lies i' that way. It makes me mad to think on't. I shall overrun these doings before long. I've stood enough of 'em.”
q00181,,0.00,unresolved,170,"“Nay, my lad, my lad, thee wouldstna go away an' break thy mother's heart, an' leave thy feyther to ruin. Thee wouldstna ha' 'em carry me to th' churchyard, an' thee not to follow me. I shanna rest i' my grave if I donna see thee at th' last; an' how's they to let thee know as I'm a-dyin', if thee't gone a-workin' i' distant parts, an' Seth belike gone arter thee, and thy feyther not able to hold a pen for's hand shakin', besides not knowin' where thee art? Thee mun forgie thy feyther—thee munna be so bitter again' him. He war a good feyther to thee afore he took to th' drink. He's a clever workman, an' taught thee thy trade, remember, an's niver gen me a blow nor so much as an ill word—no, not even in 's drink. Thee wouldstna ha' 'm go to the workhus—thy own feyther—an' him as was a fine-growed man an' handy at everythin' amost as thee art thysen, five-an'-twenty 'ear ago, when thee wast a baby at the breast.”"
q00182,,0.00,unresolved,172,"“Now, Mother, don't cry and talk so. Haven't I got enough to vex me without that? What's th' use o' telling me things as I only think too much on every day? If I didna think on 'em, why should I do as I do, for the sake o' keeping things together here? But I hate to be talking where it's no use: I like to keep my breath for doing i'stead o' talking.”"
q00183,,0.00,unresolved,173,"“I know thee dost things as nobody else 'ud do, my lad. But thee't allays so hard upo' thy feyther, Adam. Thee think'st nothing too much to do for Seth: thee snapp'st me up if iver I find faut wi' th' lad. But thee't so angered wi' thy feyther, more nor wi' anybody else.”"
q00184,,0.00,unresolved,174,"“That's better than speaking soft and letting things go the wrong way, I reckon, isn't it? If I wasn't sharp with him he'd sell every bit o' stuff i' th' yard and spend it on drink. I know there's a duty to be done by my father, but it isn't my duty to encourage him in running headlong to ruin. And what has Seth got to do with it? The lad does no harm as I know of. But leave me alone, Mother, and let me get on with the work.”"
q00185,Gyp,0.98,after-verb-name,176,"“Go, Gyp; go, lad!”"
q00186,Adam,0.96,before-name-verb,177,"“Leave me alone,”"
q00187,Adam,0.96,before-name-verb,178,"“Thy supper stan's ready for thee, when thee lik'st.”"
q00188,Adam,0.98,after-verb-name,179,"“Donna thee sit up, mother,”"
q00189,Adam,0.91,same-paragraph,179,“I'll see to Father when he comes home; maybe he wonna come at all to-night. I shall be easier if thee't i' bed.”
q00190,,0.00,unresolved,180,"“Nay, I'll bide till Seth comes. He wonna be long now, I reckon.”"
q00191,,0.00,unresolved,182,"“Why, Mother,”"
q00192,,0.00,unresolved,182,“how is it as Father's working so late?”
q00193,,0.00,unresolved,183,"“It's none o' thy feyther as is a-workin'—thee might know that well anoof if thy head warna full o' chapellin'—it's thy brother as does iverything, for there's niver nobody else i' th' way to do nothin'.”"
q00194,Seth,0.96,before-name-verb,184,"“Addy , how's this? What! Father's forgot the coffin?”"
